id,Date,State,Total Confirmed Cases,Total Deaths
1303,Mon 10/26,Ohio,200231,5217
1304,Mon 10/26,Oklahoma,117399,1251
1305,Mon 10/26,Oregon,42454,657
1306,Mon 10/26,Pennsylvania,201248,8737
1307,Mon 10/26,Puerto Rico,63135,804
1308,Mon 10/26,Rhode Island,31024,1184
1309,Mon 10/26,South Carolina,171501,3823
1310,Mon 10/26,South Dakota,39741,375
1311,Mon 10/26,Tennessee,245760,3132
1312,Mon 10/26,Texas,917240,18077
1313,Mon 10/26,Utah,106083,575
1314,Mon 10/26,Vermont,2083,58
1315,Mon 10/26,Virgin Islands,1348,21
1316,Mon 10/26,Virginia,174275,3581
1317,Mon 10/26,Washington,108393,2428
1318,Mon 10/26,West Virginia,22223,424
1319,Mon 10/26,Wisconsin,212116,1825
1320,Mon 10/26,Wyoming,11477,77
1321,Tue 10/27,Alabama,186437,2892
1322,Tue 10/27,Alaska,14699,66
1323,Tue 10/27,Arizona,240158,5891
1324,Tue 10/27,Arkansas,107679,1857
1325,Tue 10/27,California,918627,17478
1326,Tue 10/27,Colorado,99111,2265
1327,Tue 10/27,Connecticut,68637,4595
1328,Tue 10/27,Delaware,24249,686
1329,Tue 10/27,District of Columbia,16906,644
1330,Tue 10/27,Florida,786303,16504
1331,Tue 10/27,Georgia,365498,7661
1332,Tue 10/27,Guam,5387,76
1333,Tue 10/27,Hawaii,14920,214
1334,Tue 10/27,Idaho,61282,588
1335,Tue 10/27,Illinois,389088,9860
1336,Tue 10/27,Indiana,168996,4194
1337,Tue 10/27,Iowa,118852,1680
1338,Tue 10/27,Kansas,80761,979
1339,Tue 10/27,Kentucky,101700,1493
1340,Tue 10/27,Louisiana,184724,5872
1341,Tue 10/27,Maine,6311,146
1342,Tue 10/27,Maryland,142237,4108
1343,Tue 10/27,Massachusetts,153037,9888
1344,Tue 10/27,Michigan,182284,7585
1345,Tue 10/27,Minnesota,137589,2421
1346,Tue 10/27,Mississippi,116617,3283
1347,Tue 10/27,Missouri,179457,2912
1348,Tue 10/27,Montana,29422,309
1349,Tue 10/27,Nebraska,65376,623
1350,Tue 10/27,Nevada,97138,1757
1351,Tue 10/27,New Hampshire,10530,475
1352,Tue 10/27,New Jersey,233120,16306
1353,Tue 10/27,New Mexico,43169,980
1354,Tue 10/27,New York,503387,33092
1355,Tue 10/27,North Carolina,264334,4236
1356,Tue 10/27,North Dakota,39135,481
1357,Tue 10/27,Northern Mariana Islands,92,2
1358,Tue 10/27,Ohio,202740,5239
1359,Tue 10/27,Oklahoma,118409,1273
1360,Tue 10/27,Oregon,42821,665
1361,Tue 10/27,Pennsylvania,203520,8760
1362,Tue 10/27,Puerto Rico,63497,808
1363,Tue 10/27,Rhode Island,31445,1188
1364,Tue 10/27,South Carolina,172579,3842
1365,Tue 10/27,South Dakota,40730,375
1366,Tue 10/27,Tennessee,247688,3176
1367,Tue 10/27,Texas,924475,18155
1368,Tue 10/27,Utah,107246,579
1369,Tue 10/27,Vermont,2113,58
1370,Tue 10/27,Virgin Islands,1351,21
1371,Tue 10/27,Virginia,175409,3600
1372,Tue 10/27,Washington,108966,2438
1373,Tue 10/27,West Virginia,22706,432
1374,Tue 10/27,Wisconsin,217447,1896
1375,Tue 10/27,Wyoming,11806,77
1376,Wed 10/28,Alabama,187706,2911
1377,Wed 10/28,Alaska,15053,67
1378,Wed 10/28,Arizona,241259,5906
1379,Wed 10/28,Arkansas,108640,1875
1380,Wed 10/28,California,922680,17541
1381,Wed 10/28,Colorado,100614,2277
1382,Wed 10/28,Connecticut,69127,4604
1383,Wed 10/28,Delaware,24392,688
1384,Wed 10/28,District of Columbia,16973,644
1385,Wed 10/28,Florida,790418,16570
1386,Wed 10/28,Georgia,367126,7692
1387,Wed 10/28,Guam,5435,77
1388,Wed 10/28,Hawaii,14975,212
1389,Wed 10/28,Idaho,62197,600
1390,Wed 10/28,Illinois,395204,9912
1391,Wed 10/28,Indiana,171566,4227
1392,Wed 10/28,Iowa,120911,1691
1393,Wed 10/28,Kansas,83485,1007
1394,Wed 10/28,Kentucky,103685,1509
1395,Wed 10/28,Louisiana,185822,5890
1396,Wed 10/28,Maine,6387,146
1397,Wed 10/28,Maryland,142918,4115
1398,Wed 10/28,Massachusetts,154218,9924
1399,Wed 10/28,Michigan,185818,7606
1400,Wed 10/28,Minnesota,139497,2440
1401,Wed 10/28,Mississippi,117617,3302
1402,Wed 10/28,Missouri,181877,2940
1403,Wed 10/28,Montana,30051,326
1404,Wed 10/28,Nebraska,66545,629
1405,Wed 10/28,Nevada,97824,1767
1406,Wed 10/28,New Hampshire,10641,478
1407,Wed 10/28,New Jersey,234790,16324
1408,Wed 10/28,New Mexico,43826,991
1409,Wed 10/28,New York,505416,33107
1410,Wed 10/28,North Carolina,266566,4275
1411,Wed 10/28,North Dakota,39912,493
1412,Wed 10/28,Northern Mariana Islands,92,2
1413,Wed 10/28,Ohio,205347,5256
1414,Wed 10/28,Oklahoma,119152,1286
1415,Wed 10/28,Oregon,43228,673
1416,Wed 10/28,Pennsylvania,205852,8789
1417,Wed 10/28,Puerto Rico,63587,813
1418,Wed 10/28,Rhode Island,31944,1192
1419,Wed 10/28,South Carolina,173491,3876
1420,Wed 10/28,South Dakota,42000,384
1421,Wed 10/28,Tennessee,250269,3209
1422,Wed 10/28,Texas,932245,18251
1423,Wed 10/28,Utah,108863,588
1424,Wed 10/28,Vermont,2120,58
1425,Wed 10/28,Virgin Islands,1353,21
1426,Wed 10/28,Virginia,176754,3616
1427,Wed 10/28,Washington,109865,2454
1428,Wed 10/28,West Virginia,23064,436
1429,Wed 10/28,Wisconsin,221578,1953
1430,Wed 10/28,Wyoming,12146,77
1431,Thu 10/29,Alabama,189149,2914
1432,Thu 10/29,Alaska,15417,72
1433,Thu 10/29,Arizona,242510,5920
1434,Thu 10/29,Arkansas,109712,1894
1435,Thu 10/29,California,926893,17567
1436,Thu 10/29,Colorado,102665,2295
1437,Thu 10/29,Connecticut,70446,4609
1438,Thu 10/29,Delaware,24553,689
1439,Thu 10/29,District of Columbia,17074,645
1440,Thu 10/29,Florida,794616,16647
1441,Thu 10/29,Georgia,368840,7737
1442,Thu 10/29,Guam,5518,79
1443,Thu 10/29,Hawaii,15046,214
1444,Thu 10/29,Idaho,63195,618
1445,Thu 10/29,Illinois,401622,9963
1446,Thu 10/29,Indiana,175190,4260
1447,Thu 10/29,Iowa,123232,1705
1448,Thu 10/29,Kansas,83838,1008
1449,Thu 10/29,Kentucky,105517,1524
1450,Thu 10/29,Louisiana,186216,5908
1451,Thu 10/29,Maine,6467,146
1452,Thu 10/29,Maryland,143875,4127
1453,Thu 10/29,Massachusetts,155564,9951
1454,Thu 10/29,Michigan,189926,7651
1455,Thu 10/29,Minnesota,142364,2472
1456,Thu 10/29,Mississippi,118587,3310
1457,Thu 10/29,Missouri,184847,2978
1458,Thu 10/29,Montana,30932,339
1459,Thu 10/29,Nebraska,68150,641
1460,Thu 10/29,Nevada,98814,1770
1461,Thu 10/29,New Hampshire,10768,482
1462,Thu 10/29,New Jersey,236340,16332
1463,Thu 10/29,New Mexico,44904,994
1464,Thu 10/29,New York,507913,33128
1465,Thu 10/29,North Carolina,269419,4307
1466,Thu 10/29,North Dakota,41135,504
1467,Thu 10/29,Northern Mariana Islands,92,2
1468,Thu 10/29,Ohio,208937,5275
1469,Thu 10/29,Oklahoma,120193,1306
1470,Thu 10/29,Oregon,43793,674
1471,Thu 10/29,Pennsylvania,208087,8828
1472,Thu 10/29,Puerto Rico,64798,814
1473,Thu 10/29,Rhode Island,32312,1195
1474,Thu 10/29,South Carolina,174591,3889
1475,Thu 10/29,South Dakota,43000,403
1476,Thu 10/29,Tennessee,252727,3229
1477,Thu 10/29,Texas,939355,18372
1478,Thu 10/29,Utah,110666,598
1479,Thu 10/29,Vermont,2141,58
1480,Thu 10/29,Virgin Islands,1353,21
1481,Thu 10/29,Virginia,178183,3636
1482,Thu 10/29,Washington,110748,2463
1483,Thu 10/29,West Virginia,23466,443
1484,Thu 10/29,Wisconsin,226712,2008
1485,Thu 10/29,Wyoming,12507,87
1486,Fri 10/30,Alabama,190496,2932
1487,Fri 10/30,Alaska,15803,76
1488,Fri 10/30,Arizona,244099,5934
1489,Fri 10/30,Arkansas,110874,1900
1490,Fri 10/30,California,931826,17627
1491,Fri 10/30,Colorado,104927,2302
1492,Fri 10/30,Connecticut,71207,4616
1493,Fri 10/30,Delaware,24751,704
1494,Fri 10/30,District of Columbia,17144,646
1495,Fri 10/30,Florida,800208,16719
1496,Fri 10/30,Georgia,370157,7768
1497,Fri 10/30,Guam,5597,80
1498,Fri 10/30,Hawaii,15145,215
1499,Fri 10/30,Idaho,64175,627
1500,Fri 10/30,Illinois,410141,10012
1501,Fri 10/30,Indiana,178372,4286
1502,Fri 10/30,Iowa,125973,1714
1503,Fri 10/30,Kansas,86768,1029
1504,Fri 10/30,Kentucky,107620,1543
1505,Fri 10/30,Louisiana,186649,5919
1506,Fri 10/30,Maine,6570,146
1507,Fri 10/30,Maryland,144800,4137
1508,Fri 10/30,Massachusetts,157146,9975
1509,Fri 10/30,Michigan,193360,7664
1510,Fri 10/30,Minnesota,145519,2491
1511,Fri 10/30,Mississippi,119336,3328
1512,Fri 10/30,Missouri,187830,3014
1513,Fri 10/30,Montana,31995,368
1514,Fri 10/30,Nebraska,69645,646
1515,Fri 10/30,Nevada,100038,1777
1516,Fri 10/30,New Hampshire,10884,482
1517,Fri 10/30,New Jersey,238316,16339
1518,Fri 10/30,New Mexico,45909,1007
1519,Fri 10/30,New York,510171,33143
1520,Fri 10/30,North Carolina,272231,4354
1521,Fri 10/30,North Dakota,42488,517
1522,Fri 10/30,Northern Mariana Islands,92,2
1523,Fri 10/30,Ohio,212782,5291
1524,Fri 10/30,Oklahoma,121495,1326
1525,Fri 10/30,Oregon,44388,677
1526,Fri 10/30,Pennsylvania,210586,8860
1527,Fri 10/30,Puerto Rico,65743,820
1528,Fri 10/30,Rhode Island,32874,1201
1529,Fri 10/30,South Carolina,175594,3896
1530,Fri 10/30,South Dakota,44559,415
1531,Fri 10/30,Tennessee,255332,3307
1532,Fri 10/30,Texas,946023,18477
1533,Fri 10/30,Utah,112932,601
1534,Fri 10/30,Vermont,2155,58
1535,Fri 10/30,Virgin Islands,1362,21
1536,Fri 10/30,Virginia,179639,3643
1537,Fri 10/30,Washington,111893,2468
1538,Fri 10/30,West Virginia,23990,451
1539,Fri 10/30,Wisconsin,232092,2034
1540,Fri 10/30,Wyoming,13028,87
1541,Sat 10/31,Alabama,192285,2967
1542,Sat 10/31,Alaska,16247,77
1543,Sat 10/31,Arizona,245962,5979
1544,Sat 10/31,Arkansas,112190,1925
1545,Sat 10/31,California,935248,17661
1546,Sat 10/31,Colorado,107844,2309
1547,Sat 10/31,Connecticut,71207,4616
1548,Sat 10/31,Delaware,24951,708
1549,Sat 10/31,District of Columbia,17266,646
1550,Sat 10/31,Florida,802539,16760
1551,Sat 10/31,Georgia,372631,7790
1552,Sat 10/31,Guam,5650,80
1553,Sat 10/31,Hawaii,15207,218
1554,Sat 10/31,Idaho,64797,630
1555,Sat 10/31,Illinois,416557,10030
1556,Sat 10/31,Indiana,181837,4332
1557,Sat 10/31,Iowa,128798,1716
1558,Sat 10/31,Kansas,86771,1029
1559,Sat 10/31,Kentucky,109244,1551
1560,Sat 10/31,Louisiana,186649,5919
1561,Sat 10/31,Maine,6668,147
1562,Sat 10/31,Maryland,145593,4147
1563,Sat 10/31,Massachusetts,158576,9991
1564,Sat 10/31,Michigan,197164,7699
1565,Sat 10/31,Minnesota,148526,2511
1566,Sat 10/31,Mississippi,120160,3334
1567,Sat 10/31,Missouri,189925,3090
1568,Sat 10/31,Montana,32801,377
1569,Sat 10/31,Nebraska,70732,652
1570,Sat 10/31,Nevada,100844,1779
1571,Sat 10/31,New Hampshire,11084,483
1572,Sat 10/31,New Jersey,239679,16350
1573,Sat 10/31,New Mexico,46490,1018
1574,Sat 10/31,New York,512223,33152
1575,Sat 10/31,North Carolina,274805,4400
1576,Sat 10/31,North Dakota,43921,529
1577,Sat 10/31,Northern Mariana Islands,92,2
1578,Sat 10/31,Ohio,215697,5301
1579,Sat 10/31,Oklahoma,122762,1337
1580,Sat 10/31,Oregon,44923,690
1581,Sat 10/31,Pennsylvania,212816,8883
1582,Sat 10/31,Puerto Rico,66128,822
1583,Sat 10/31,Rhode Island,32874,1201
1584,Sat 10/31,South Carolina,176612,3935
1585,Sat 10/31,South Dakota,45992,425
1586,Sat 10/31,Tennessee,256923,3322
1587,Sat 10/31,Texas,953451,18549
1588,Sat 10/31,Utah,114670,604
1589,Sat 10/31,Vermont,2179,58
1590,Sat 10/31,Virgin Islands,1376,21
1591,Sat 10/31,Virginia,181190,3654
1592,Sat 10/31,Washington,112580,2468
1593,Sat 10/31,West Virginia,24460,457
1594,Sat 10/31,Wisconsin,237870,2092
1595,Sat 10/31,Wyoming,13298,87
1596,Sun 11/1,Alabama,193985,2973
1597,Sun 11/1,Alaska,16597,78
1598,Sun 11/1,Arizona,247484,5981
1599,Sun 11/1,Arkansas,113057,1958
1600,Sun 11/1,California,938883,17671
1601,Sun 11/1,Colorado,110640,2312
1602,Sun 11/1,Connecticut,71207,4616
1603,Sun 11/1,Delaware,25126,710
1604,Sun 11/1,District of Columbia,17369,646
1605,Sun 11/1,Florida,807404,16788
1606,Sun 11/1,Georgia,373700,7792
1607,Sun 11/1,Guam,5659,80
1608,Sun 11/1,Hawaii,15287,218
1609,Sun 11/1,Idaho,65272,631
1610,Sun 11/1,Illinois,424860,10091
1611,Sun 11/1,Indiana,184589,4364
1612,Sun 11/1,Iowa,131097,1733
1613,Sun 11/1,Kansas,86809,1029
1614,Sun 11/1,Kentucky,110600,1554
1615,Sun 11/1,Louisiana,187720,5926
1616,Sun 11/1,Maine,6715,147
1617,Sun 11/1,Maryland,146627,4152
1618,Sun 11/1,Massachusetts,159707,10013
1619,Sun 11/1,Michigan,197501,7700
1620,Sun 11/1,Minnesota,150726,2529
1621,Sun 11/1,Mississippi,120500,3348
1622,Sun 11/1,Missouri,192141,3091
1623,Sun 11/1,Montana,33495,378
1624,Sun 11/1,Nebraska,71666,658
1625,Sun 11/1,Nevada,101594,1783
1626,Sun 11/1,New Hampshire,11214,483
1627,Sun 11/1,New Jersey,241422,16354
1628,Sun 11/1,New Mexico,47232,1026
1629,Sun 11/1,New York,514482,33174
1630,Sun 11/1,North Carolina,276706,4405
1631,Sun 11/1,North Dakota,45048,536
1632,Sun 11/1,Northern Mariana Islands,96,2
1633,Sun 11/1,Ohio,219000,5303
1634,Sun 11/1,Oklahoma,124111,1345
1635,Sun 11/1,Oregon,45419,691
1636,Sun 11/1,Pennsylvania,214500,8888
1637,Sun 11/1,Puerto Rico,66661,832
1638,Sun 11/1,Rhode Island,32874,1201
1639,Sun 11/1,South Carolina,178023,3936
1640,Sun 11/1,South Dakota,47324,437
1641,Sun 11/1,Tennessee,257658,3322
1642,Sun 11/1,Texas,957789,18582
1643,Sun 11/1,Utah,116510,614
1644,Sun 11/1,Vermont,2196,58
1645,Sun 11/1,Virgin Islands,1376,21
1646,Sun 11/1,Virginia,182392,3655
1647,Sun 11/1,Washington,113109,2468
1648,Sun 11/1,West Virginia,24883,457
1649,Sun 11/1,Wisconsin,241423,2110
1650,Sun 11/1,Wyoming,13723,87
1651,Mon 11/2,Alabama,194892,2973
1652,Mon 11/2,Alaska,16948,79
1653,Mon 11/2,Arizona,248293,5982
1654,Mon 11/2,Arkansas,113641,1985
1655,Mon 11/2,California,944141,17700
1656,Mon 11/2,Colorado,112821,2320
1657,Mon 11/2,Connecticut,73858,4627
1658,Mon 11/2,Delaware,25311,710
1659,Mon 11/2,District of Columbia,17438,647
1660,Mon 11/2,Florida,812055,16833
1661,Mon 11/2,Georgia,377261,7810
1662,Mon 11/2,Guam,5662,80
1663,Mon 11/2,Hawaii,15359,218
1664,Mon 11/2,Idaho,66249,641
1665,Mon 11/2,Illinois,431281,10115
1666,Mon 11/2,Indiana,187665,4390
1667,Mon 11/2,Iowa,132697,1755
1668,Mon 11/2,Kansas,90613,1046
1669,Mon 11/2,Kentucky,111816,1565
1670,Mon 11/2,Louisiana,187995,5934
1671,Mon 11/2,Maine,6799,148
1672,Mon 11/2,Maryland,147477,4155
1673,Mon 11/2,Massachusetts,160549,10023
1674,Mon 11/2,Michigan,204135,7716
1675,Mon 11/2,Minnesota,153674,2538
1676,Mon 11/2,Mississippi,120865,3348
1677,Mon 11/2,Missouri,195938,3101
1678,Mon 11/2,Montana,34317,387
1679,Mon 11/2,Nebraska,72631,659
1680,Mon 11/2,Nevada,102243,1785
1681,Mon 11/2,New Hampshire,11320,483
1682,Mon 11/2,New Jersey,242790,16357
1683,Mon 11/2,New Mexico,48104,1036
1684,Mon 11/2,New York,516114,33187
1685,Mon 11/2,North Carolina,278477,4413
1686,Mon 11/2,North Dakota,46020,545
1687,Mon 11/2,Northern Mariana Islands,96,2
1688,Mon 11/2,Ohio,221909,5340
1689,Mon 11/2,Oklahoma,125195,1354
1690,Mon 11/2,Oregon,45978,694
1691,Mon 11/2,Pennsylvania,217243,8893
1692,Mon 11/2,Puerto Rico,68172,839
1693,Mon 11/2,Rhode Island,34120,1210
1694,Mon 11/2,South Carolina,178917,3946
1695,Mon 11/2,South Dakota,47850,438
1696,Mon 11/2,Tennessee,260275,3347
1697,Mon 11/2,Texas,965780,18626
1698,Mon 11/2,Utah,117767,614
1699,Mon 11/2,Vermont,2219,58
1700,Mon 11/2,Virgin Islands,1376,21
1701,Mon 11/2,Virginia,183418,3658
1702,Mon 11/2,Washington,114787,2484
1703,Mon 11/2,West Virginia,25235,458
1704,Mon 11/2,Wisconsin,244974,2117
1705,Mon 11/2,Wyoming,14167,87
1706,Tue 11/3,Alabama,195929,2987
1707,Tue 11/3,Alaska,17339,79
1708,Tue 11/3,Arizona,249841,6022
1709,Tue 11/3,Arkansas,114519,2003
1710,Tue 11/3,California,949383,17751
1711,Tue 11/3,Colorado,115364,2337
1712,Tue 11/3,Connecticut,74843,4635
1713,Tue 11/3,Delaware,25426,712
1714,Tue 11/3,District of Columbia,17524,647
1715,Tue 11/3,Florida,816692,16889
1716,Tue 11/3,Georgia,378894,7837
1717,Tue 11/3,Guam,5781,81
1718,Tue 11/3,Hawaii,15441,218
1719,Tue 11/3,Idaho,67504,649
1720,Tue 11/3,Illinois,437879,10177
1721,Tue 11/3,Indiana,190555,4439
1722,Tue 11/3,Iowa,134576,1780
1723,Tue 11/3,Kansas,91072,1051
1724,Tue 11/3,Kentucky,113457,1578
1725,Tue 11/3,Louisiana,189148,5951
1726,Tue 11/3,Maine,6926,148
1727,Tue 11/3,Maryland,148249,4162
1728,Tue 11/3,Massachusetts,161585,10035
1729,Tue 11/3,Michigan,207799,7758
1730,Tue 11/3,Minnesota,157150,2553
1731,Tue 11/3,Mississippi,121509,3384
1732,Tue 11/3,Missouri,198312,3136
1733,Tue 11/3,Montana,35222,400
1734,Tue 11/3,Nebraska,74060,662
1735,Tue 11/3,Nevada,103305,1807
1736,Tue 11/3,New Hampshire,11448,483
1737,Tue 11/3,New Jersey,244614,16371
1738,Tue 11/3,New Mexico,49240,1045
1739,Tue 11/3,New York,518431,33198
1740,Tue 11/3,North Carolina,280657,4481
1741,Tue 11/3,North Dakota,47192,561
1742,Tue 11/3,Northern Mariana Islands,96,2
1743,Tue 11/3,Ohio,226138,5373
1744,Tue 11/3,Oklahoma,126526,1375
1745,Tue 11/3,Oregon,46460,701
1746,Tue 11/3,Pennsylvania,220111,8926
1747,Tue 11/3,Puerto Rico,68943,842
1748,Tue 11/3,Rhode Island,34543,1212
1749,Tue 11/3,South Carolina,179952,3968
1750,Tue 11/3,South Dakota,48854,446
1751,Tue 11/3,Tennessee,262053,3419
1752,Tue 11/3,Texas,974292,18722
1753,Tue 11/3,Utah,119375,620
1754,Tue 11/3,Vermont,2237,58
1755,Tue 11/3,Virgin Islands,1385,22
1756,Tue 11/3,Virginia,184679,3666
1757,Tue 11/3,Washington,115608,2507
1758,Tue 11/3,West Virginia,25593,469
1759,Tue 11/3,Wisconsin,251227,2179
1760,Tue 11/3,Wyoming,14619,93
1761,Wed 11/4,Alabama,197777,3006
1762,Wed 11/4,Alaska,17750,79
1763,Wed 11/4,Arizona,250853,6059
1764,Wed 11/4,Arkansas,115812,2026
1765,Wed 11/4,California,954624,17818
1766,Wed 11/4,Colorado,118356,2366
1767,Wed 11/4,Connecticut,75373,4645
1768,Wed 11/4,Delaware,25534,712
1769,Wed 11/4,District of Columbia,17601,647
1770,Wed 11/4,Florida,821115,16921
1771,Wed 11/4,Georgia,382113,8303
1772,Wed 11/4,Guam,5872,84
1773,Wed 11/4,Hawaii,15591,218
1774,Wed 11/4,Idaho,68791,665
1775,Wed 11/4,Illinois,445537,10239
1776,Wed 11/4,Indiana,194261,4464
1777,Wed 11/4,Iowa,137315,1801
1778,Wed 11/4,Kansas,93967,1087
1779,Wed 11/4,Kentucky,115426,1593
1780,Wed 11/4,Louisiana,190164,5975
1781,Wed 11/4,Maine,7077,150
1782,Wed 11/4,Maryland,149232,4172
1783,Wed 11/4,Massachusetts,163299,10062
1784,Wed 11/4,Michigan,212126,7783
1785,Wed 11/4,Minnesota,160977,2584
1786,Wed 11/4,Mississippi,122275,3397
1787,Wed 11/4,Missouri,201515,3166
1788,Wed 11/4,Montana,36012,404
1789,Wed 11/4,Nebraska,75888,673
1790,Wed 11/4,Nevada,104514,1816
1791,Wed 11/4,New Hampshire,11563,484
1792,Wed 11/4,New Jersey,247057,16391
1793,Wed 11/4,New Mexico,50251,1059
1794,Wed 11/4,New York,520557,33222
1795,Wed 11/4,North Carolina,283280,4535
1796,Wed 11/4,North Dakota,48306,573
1797,Wed 11/4,Northern Mariana Islands,96,2
1798,Wed 11/4,Ohio,230209,5428
1799,Wed 11/4,Oklahoma,127772,1392
1800,Wed 11/4,Oregon,47049,707
1801,Wed 11/4,Pennsylvania,222883,8967
1802,Wed 11/4,Puerto Rico,69020,850
1803,Wed 11/4,Rhode Island,35122,1214
1804,Wed 11/4,South Carolina,180870,3985
1805,Wed 11/4,South Dakota,49791,460
1806,Wed 11/4,Tennessee,265407,3446
1807,Wed 11/4,Texas,984919,18870
1808,Wed 11/4,Utah,121563,625
1809,Wed 11/4,Vermont,2267,58
1810,Wed 11/4,Virgin Islands,1388,23
1811,Wed 11/4,Virginia,185836,3677
1812,Wed 11/4,Washington,117091,2526
1813,Wed 11/4,West Virginia,25987,472
1814,Wed 11/4,Wisconsin,257365,2237
1815,Wed 11/4,Wyoming,15044,105
1816,Thu 11/5,Alabama,199158,3026
1817,Thu 11/5,Alaska,18064,79
1818,Thu 11/5,Arizona,252843,6087
1819,Thu 11/5,Arkansas,117360,2037
1820,Thu 11/5,California,960884,17866
1821,Thu 11/5,Colorado,122170,2383
1822,Thu 11/5,Connecticut,77060,4656
1823,Thu 11/5,Delaware,25753,716
1824,Thu 11/5,District of Columbia,17682,650
1825,Thu 11/5,Florida,827372,16960
1826,Thu 11/5,Georgia,384531,8359
1827,Thu 11/5,Guam,5973,84
1828,Thu 11/5,Hawaii,15683,218
1829,Thu 11/5,Idaho,70005,673
1830,Thu 11/5,Illinois,455528,10334
1831,Thu 11/5,Indiana,198684,4511
1832,Thu 11/5,Iowa,142795,1814
1833,Thu 11/5,Kansas,94427,1087
1834,Thu 11/5,Kentucky,117654,1611
1835,Thu 11/5,Louisiana,190845,5995
1836,Thu 11/5,Maine,7260,150
1837,Thu 11/5,Maryland,150424,4182
1838,Thu 11/5,Massachusetts,165161,10085
1839,Thu 11/5,Michigan,218136,7833
1840,Thu 11/5,Minnesota,164919,2609
1841,Thu 11/5,Mississippi,123887,3405
1842,Thu 11/5,Missouri,205036,3197
1843,Thu 11/5,Montana,37024,409
1844,Thu 11/5,Nebraska,78012,678
1845,Thu 11/5,Nevada,105706,1825
1846,Thu 11/5,New Hampshire,11808,486
1847,Thu 11/5,New Jersey,249019,16403
1848,Thu 11/5,New Mexico,51110,1082
1849,Thu 11/5,New York,523559,33247
1850,Thu 11/5,North Carolina,286210,4572
1851,Thu 11/5,North Dakota,49842,601
1852,Thu 11/5,Northern Mariana Islands,96,2
1853,Thu 11/5,Ohio,235170,5461
1854,Thu 11/5,Oklahoma,129873,1413
1855,Thu 11/5,Oregon,47839,710
1856,Thu 11/5,Pennsylvania,225698,9009
1857,Thu 11/5,Puerto Rico,69416,855
1858,Thu 11/5,Rhode Island,35750,1222
1859,Thu 11/5,South Carolina,181639,3992
1860,Thu 11/5,South Dakota,51151,482
1861,Thu 11/5,Tennessee,267557,3474
1862,Thu 11/5,Texas,993894,19000
1863,Thu 11/5,Utah,124366,632
1864,Thu 11/5,Vermont,2303,58
1865,Thu 11/5,Virgin Islands,1388,23
1866,Thu 11/5,Virginia,187202,3688
1867,Thu 11/5,Washington,118459,2542
1868,Thu 11/5,West Virginia,26547,480
1869,Thu 11/5,Wisconsin,263640,2273
1870,Thu 11/5,Wyoming,15409,105
1871,Fri 11/6,Alabama,200714,3049
1872,Fri 11/6,Alaska,18589,79
1873,Fri 11/6,Arizona,254961,6111
1874,Fri 11/6,Arkansas,119230,2056
1875,Fri 11/6,California,967597,17939
1876,Fri 11/6,Colorado,125397,2404
1877,Fri 11/6,Connecticut,78125,4671
1878,Fri 11/6,Delaware,26035,716
1879,Fri 11/6,District of Columbia,17792,652
1880,Fri 11/6,Florida,832617,17013
1881,Fri 11/6,Georgia,387202,8389
1882,Fri 11/6,Guam,6046,89
1883,Fri 11/6,Hawaii,15816,218
1884,Fri 11/6,Idaho,71496,685
1885,Fri 11/6,Illinois,466884,10412
1886,Fri 11/6,Indiana,203332,4547
1887,Fri 11/6,Iowa,146267,1828
1888,Fri 11/6,Kansas,99605,1172
1889,Fri 11/6,Kentucky,119952,1621
1890,Fri 11/6,Louisiana,191715,6016
1891,Fri 11/6,Maine,7444,150
1892,Fri 11/6,Maryland,151964,4194
1893,Fri 11/6,Massachusetts,167274,10123
1894,Fri 11/6,Michigan,222423,7883
1895,Fri 11/6,Minnesota,170361,2645
1896,Fri 11/6,Mississippi,124854,3419
1897,Fri 11/6,Missouri,210054,3217
1898,Fri 11/6,Montana,38012,420
1899,Fri 11/6,Nebraska,80693,705
1900,Fri 11/6,Nevada,107258,1846
1901,Fri 11/6,New Hampshire,12012,488
1902,Fri 11/6,New Jersey,251180,16416
1903,Fri 11/6,New Mexico,52394,1088
1904,Fri 11/6,New York,526767,33267
1905,Fri 11/6,North Carolina,289124,4608
1906,Fri 11/6,North Dakota,51607,618
1907,Fri 11/6,Northern Mariana Islands,98,2
1908,Fri 11/6,Ohio,240178,5494
1909,Fri 11/6,Oklahoma,131751,1429
1910,Fri 11/6,Oregon,48608,716
1911,Fri 11/6,Pennsylvania,229346,9052
1912,Fri 11/6,Puerto Rico,70519,862
1913,Fri 11/6,Rhode Island,36380,1224
1914,Fri 11/6,South Carolina,182872,4005
1915,Fri 11/6,South Dakota,52639,510
1916,Fri 11/6,Tennessee,269292,3508
1917,Fri 11/6,Texas,1003908,19125
1918,Fri 11/6,Utah,127294,649
1919,Fri 11/6,Vermont,2326,58
1920,Fri 11/6,Virgin Islands,1390,23
1921,Fri 11/6,Virginia,188770,3682
1922,Fri 11/6,Washington,120123,2552
1923,Fri 11/6,West Virginia,27087,487
1924,Fri 11/6,Wisconsin,270074,2340
1925,Fri 11/6,Wyoming,16405,105
1926,Sat 11/7,Alabama,202482,3082
1927,Sat 11/7,Alaska,19194,79
1928,Sat 11/7,Arizona,257384,6147
1929,Sat 11/7,Arkansas,120828,2068
1930,Sat 11/7,California,972801,17964
1931,Sat 11/7,Colorado,128611,2417
