id,Date,State,Total Confirmed Cases,Total Deaths
657,Wed 10/14,Washington,100068,2319
658,Wed 10/14,West Virginia,18818,391
659,Wed 10/14,Wisconsin,167441,1549
660,Wed 10/14,Wyoming,8177,57
661,Thu 10/15,Alabama,169162,2756
662,Thu 10/15,Alaska,11268,61
663,Thu 10/15,Arizona,228748,5789
664,Thu 10/15,Arkansas,96524,1645
665,Thu 10/15,California,870380,16839
666,Thu 10/15,Colorado,82443,2187
667,Thu 10/15,Connecticut,62028,4540
668,Thu 10/15,Delaware,22560,661
669,Thu 10/15,District of Columbia,16166,638
670,Thu 10/15,Florida,744980,15735
671,Thu 10/15,Georgia,344093,7320
672,Thu 10/15,Guam,4396,62
673,Thu 10/15,Hawaii,13922,183
674,Thu 10/15,Idaho,51471,521
675,Thu 10/15,Illinois,336211,9392
676,Thu 10/15,Indiana,143617,3864
677,Thu 10/15,Iowa,104232,1516
678,Thu 10/15,Kansas,70815,838
679,Thu 10/15,Kentucky,86410,1341
680,Thu 10/15,Louisiana,176952,5707
681,Thu 10/15,Maine,5836,144
682,Thu 10/15,Maryland,134042,4028
683,Thu 10/15,Massachusetts,141579,9672
684,Thu 10/15,Michigan,156926,7304
685,Thu 10/15,Minnesota,117159,2252
686,Thu 10/15,Mississippi,108139,3152
687,Thu 10/15,Missouri,156142,2531
688,Thu 10/15,Montana,21043,230
689,Thu 10/15,Nebraska,55428,546
690,Thu 10/15,Nevada,88081,1700
691,Thu 10/15,New Hampshire,9426,463
692,Thu 10/15,New Jersey,218783,16197
693,Thu 10/15,New Mexico,34958,922
694,Thu 10/15,New York,484135,32935
695,Thu 10/15,North Carolina,239338,3899
696,Thu 10/15,North Dakota,29658,375
697,Thu 10/15,Northern Mariana Islands,80,2
698,Thu 10/15,Ohio,175843,5038
699,Thu 10/15,Oklahoma,103836,1143
700,Thu 10/15,Oregon,38536,613
701,Thu 10/15,Pennsylvania,182502,8496
702,Thu 10/15,Puerto Rico,56085,743
703,Thu 10/15,Rhode Island,27438,1149
704,Thu 10/15,South Carolina,161106,3607
705,Thu 10/15,South Dakota,31012,304
706,Thu 10/15,Tennessee,219355,2836
707,Thu 10/15,Texas,853977,17362
708,Thu 10/15,Utah,90488,531
709,Thu 10/15,Vermont,1903,58
710,Thu 10/15,Virgin Islands,1329,21
711,Thu 10/15,Virginia,162941,3388
712,Thu 10/15,Washington,100838,2331
713,Thu 10/15,West Virginia,19082,393
714,Thu 10/15,Wisconsin,171480,1568
715,Thu 10/15,Wyoming,8375,57
716,Fri 10/16,Alabama,170374,2786
717,Fri 10/16,Alaska,11496,62
718,Fri 10/16,Arizona,229508,5806
719,Fri 10/16,Arkansas,97539,1665
720,Fri 10/16,California,874101,16901
721,Fri 10/16,Colorado,83712,2196
722,Fri 10/16,Connecticut,62830,4542
723,Fri 10/16,Delaware,22724,662
724,Fri 10/16,District of Columbia,16255,641
725,Fri 10/16,Florida,748429,15829
726,Fri 10/16,Georgia,345879,7382
727,Fri 10/16,Guam,4507,64
728,Fri 10/16,Hawaii,14007,184
729,Fri 10/16,Idaho,52234,529
730,Fri 10/16,Illinois,341219,9447
731,Fri 10/16,Indiana,145915,3887
732,Fri 10/16,Iowa,105746,1524
733,Fri 10/16,Kansas,72509,859
734,Fri 10/16,Kentucky,87764,1349
735,Fri 10/16,Louisiana,177726,5727
736,Fri 10/16,Maine,5865,145
737,Fri 10/16,Maryland,134822,4032
738,Fri 10/16,Massachusetts,142346,9702
739,Fri 10/16,Michigan,159144,7320
740,Fri 10/16,Minnesota,119449,2265
741,Fri 10/16,Mississippi,109255,3160
742,Fri 10/16,Missouri,158764,2550
743,Fri 10/16,Montana,21674,235
744,Fri 10/16,Nebraska,56724,556
745,Fri 10/16,Nevada,88832,1707
746,Fri 10/16,New Hampshire,9514,465
747,Fri 10/16,New Jersey,219593,16202
748,Fri 10/16,New Mexico,35770,928
749,Fri 10/16,New York,485838,32944
750,Fri 10/16,North Carolina,242032,3938
751,Fri 10/16,North Dakota,30522,393
752,Fri 10/16,Northern Mariana Islands,80,2
753,Fri 10/16,Ohio,177991,5054
754,Fri 10/16,Oklahoma,105308,1154
755,Fri 10/16,Oregon,38947,620
756,Fri 10/16,Pennsylvania,184185,8524
757,Fri 10/16,Puerto Rico,56412,758
758,Fri 10/16,Rhode Island,27691,1152
759,Fri 10/16,South Carolina,162253,3615
760,Fri 10/16,South Dakota,31805,307
761,Fri 10/16,Tennessee,220099,2847
762,Fri 10/16,Texas,859567,17454
763,Fri 10/16,Utah,91966,539
764,Fri 10/16,Vermont,1915,58
765,Fri 10/16,Virgin Islands,1329,21
766,Fri 10/16,Virginia,164124,3408
767,Fri 10/16,Washington,101533,2338
768,Fri 10/16,West Virginia,19580,396
769,Fri 10/16,Wisconsin,175652,1588
770,Fri 10/16,Wyoming,8665,57
771,Sat 10/17,Alabama,171662,2788
772,Sat 10/17,Alaska,11710,63
773,Sat 10/17,Arizona,230412,5824
774,Sat 10/17,Arkansas,98422,1684
775,Sat 10/17,California,876257,16940
776,Sat 10/17,Colorado,84804,2199
777,Sat 10/17,Connecticut,62830,4542
778,Sat 10/17,Delaware,22942,664
779,Sat 10/17,District of Columbia,16334,641
780,Sat 10/17,Florida,752473,15916
781,Sat 10/17,Georgia,347468,7429
782,Sat 10/17,Guam,4507,64
783,Sat 10/17,Hawaii,14101,185
784,Sat 10/17,Idaho,52582,532
785,Sat 10/17,Illinois,344787,9474
786,Sat 10/17,Indiana,148400,3918
787,Sat 10/17,Iowa,106698,1528
788,Sat 10/17,Kansas,72616,859
789,Sat 10/17,Kentucky,88823,1363
790,Sat 10/17,Louisiana,177726,5727
791,Sat 10/17,Maine,5913,146
792,Sat 10/17,Maryland,135463,4036
793,Sat 10/17,Massachusetts,142930,9723
794,Sat 10/17,Michigan,159259,7323
795,Sat 10/17,Minnesota,121143,2270
796,Sat 10/17,Mississippi,110006,3171
797,Sat 10/17,Missouri,160654,2645
798,Sat 10/17,Montana,22284,240
799,Sat 10/17,Nebraska,57334,557
800,Sat 10/17,Nevada,89848,1709
801,Sat 10/17,New Hampshire,9625,466
802,Sat 10/17,New Jersey,220527,16204
803,Sat 10/17,New Mexico,36343,929
804,Sat 10/17,New York,487626,32959
805,Sat 10/17,North Carolina,244020,3955
806,Sat 10/17,North Dakota,31266,404
807,Sat 10/17,Northern Mariana Islands,86,2
808,Sat 10/17,Ohio,180225,5067
809,Sat 10/17,Oklahoma,106503,1168
810,Sat 10/17,Oregon,39316,622
811,Sat 10/17,Pennsylvania,185670,8535
812,Sat 10/17,Puerto Rico,56650,761
813,Sat 10/17,Rhode Island,27691,1152
814,Sat 10/17,South Carolina,163214,3637
815,Sat 10/17,South Dakota,32611,315
816,Sat 10/17,Tennessee,222608,2875
817,Sat 10/17,Texas,863993,17518
818,Sat 10/17,Utah,93297,541
819,Sat 10/17,Vermont,1926,58
820,Sat 10/17,Virgin Islands,1335,21
821,Sat 10/17,Virginia,165238,3422
822,Sat 10/17,Washington,102054,2339
823,Sat 10/17,West Virginia,19801,399
824,Sat 10/17,Wisconsin,175652,1588
825,Sat 10/17,Wyoming,8816,57
826,Sun 10/18,Alabama,172626,2788
827,Sun 10/18,Alaska,11934,63
828,Sun 10/18,Arizona,231149,5827
829,Sun 10/18,Arkansas,99066,1704
830,Sun 10/18,California,878394,16979
831,Sun 10/18,Colorado,85803,2199
832,Sun 10/18,Connecticut,62830,4542
833,Sun 10/18,Delaware,23093,665
834,Sun 10/18,District of Columbia,16370,641
835,Sun 10/18,Florida,755012,15966
836,Sun 10/18,Georgia,348773,7460
837,Sun 10/18,Guam,4507,64
838,Sun 10/18,Hawaii,14183,186
839,Sun 10/18,Idaho,53092,532
840,Sun 10/18,Illinois,348870,9491
841,Sun 10/18,Indiana,150005,3937
842,Sun 10/18,Iowa,107334,1532
843,Sun 10/18,Kansas,72722,859
844,Sun 10/18,Kentucky,89538,1372
845,Sun 10/18,Louisiana,178869,5750
846,Sun 10/18,Maine,5939,146
847,Sun 10/18,Maryland,136149,4037
848,Sun 10/18,Massachusetts,143660,9737
849,Sun 10/18,Michigan,159337,7323
850,Sun 10/18,Minnesota,122865,2287
851,Sun 10/18,Mississippi,110239,3171
852,Sun 10/18,Missouri,162156,2648
853,Sun 10/18,Montana,22821,241
854,Sun 10/18,Nebraska,58068,557
855,Sun 10/18,Nevada,90374,1711
856,Sun 10/18,New Hampshire,9694,467
857,Sun 10/18,New Jersey,221802,16211
858,Sun 10/18,New Mexico,36788,934
859,Sun 10/18,New York,489016,32972
860,Sun 10/18,North Carolina,246116,3961
861,Sun 10/18,North Dakota,31983,409
862,Sun 10/18,Northern Mariana Islands,86,2
863,Sun 10/18,Ohio,181787,5067
864,Sun 10/18,Oklahoma,107299,1171
865,Sun 10/18,Oregon,39532,622
866,Sun 10/18,Pennsylvania,186772,8555
867,Sun 10/18,Puerto Rico,57293,766
868,Sun 10/18,Rhode Island,27691,1152
869,Sun 10/18,South Carolina,163990,3650
870,Sun 10/18,South Dakota,33269,323
871,Sun 10/18,Tennessee,225126,2884
872,Sun 10/18,Texas,869376,17541
873,Sun 10/18,Utah,94394,544
874,Sun 10/18,Vermont,1937,58
875,Sun 10/18,Virgin Islands,1335,21
876,Sun 10/18,Virginia,166138,3433
877,Sun 10/18,Washington,102403,2339
878,Sun 10/18,West Virginia,20081,399
879,Sun 10/18,Wisconsin,175652,1588
880,Sun 10/18,Wyoming,9025,57
881,Mon 10/19,Alabama,173485,2789
882,Mon 10/19,Alaska,12138,63
883,Mon 10/19,Arizona,231933,5830
884,Mon 10/19,Arkansas,99597,1714
885,Mon 10/19,California,882665,16987
886,Mon 10/19,Colorado,86727,2207
887,Mon 10/19,Connecticut,64021,4554
888,Mon 10/19,Delaware,23196,666
889,Mon 10/19,District of Columbia,16395,641
890,Mon 10/19,Florida,756719,16020
891,Mon 10/19,Georgia,350654,7479
892,Mon 10/19,Guam,4725,67
893,Mon 10/19,Hawaii,14218,186
894,Mon 10/19,Idaho,54123,535
895,Mon 10/19,Illinois,352449,9520
896,Mon 10/19,Indiana,151588,3960
897,Mon 10/19,Iowa,108114,1548
898,Mon 10/19,Kansas,74616,872
899,Mon 10/19,Kentucky,90443,1381
900,Mon 10/19,Louisiana,179070,5766
901,Mon 10/19,Maine,5962,146
902,Mon 10/19,Maryland,136643,4041
903,Mon 10/19,Massachusetts,144488,9753
904,Mon 10/19,Michigan,164055,7364
905,Mon 10/19,Minnesota,124492,2292
906,Mon 10/19,Mississippi,110592,3171
907,Mon 10/19,Missouri,164249,2660
908,Mon 10/19,Montana,23503,242
909,Mon 10/19,Nebraska,58817,568
910,Mon 10/19,Nevada,90978,1714
911,Mon 10/19,New Hampshire,9746,468
912,Mon 10/19,New Jersey,222994,16214
913,Mon 10/19,New Mexico,37302,935
914,Mon 10/19,New York,490015,32990
915,Mon 10/19,North Carolina,247551,3969
916,Mon 10/19,North Dakota,32642,413
917,Mon 10/19,Northern Mariana Islands,86,2
918,Mon 10/19,Ohio,183624,5075
919,Mon 10/19,Oklahoma,108073,1173
920,Mon 10/19,Oregon,39799,630
921,Mon 10/19,Pennsylvania,188442,8562
922,Mon 10/19,Puerto Rico,57950,768
923,Mon 10/19,Rhode Island,28347,1159
924,Mon 10/19,South Carolina,164609,3661
925,Mon 10/19,South Dakota,33836,323
926,Mon 10/19,Tennessee,228267,2896
927,Mon 10/19,Texas,874080,17564
928,Mon 10/19,Utah,95572,547
929,Mon 10/19,Vermont,1946,58
930,Mon 10/19,Virgin Islands,1335,21
931,Mon 10/19,Virginia,166828,3457
932,Mon 10/19,Washington,103323,2357
933,Mon 10/19,West Virginia,20293,399
934,Mon 10/19,Wisconsin,183177,1624
935,Mon 10/19,Wyoming,9311,57
936,Tue 10/20,Alabama,174528,2805
937,Tue 10/20,Alaska,12349,63
938,Tue 10/20,Arizona,232939,5837
939,Tue 10/20,Arkansas,100441,1728
940,Tue 10/20,California,887093,17067
941,Tue 10/20,Colorado,87966,2212
942,Tue 10/20,Connecticut,64455,4559
943,Tue 10/20,Delaware,23325,668
944,Tue 10/20,District of Columbia,16445,642
945,Tue 10/20,Florida,760381,16104
946,Tue 10/20,Georgia,351990,7494
947,Tue 10/20,Guam,4855,67
948,Tue 10/20,Hawaii,14302,188
949,Tue 10/20,Idaho,55153,541
950,Tue 10/20,Illinois,356151,9562
951,Tue 10/20,Indiana,153088,4008
952,Tue 10/20,Iowa,109210,1576
953,Tue 10/20,Kansas,74883,902
954,Tue 10/20,Kentucky,91731,1403
955,Tue 10/20,Louisiana,179769,5772
956,Tue 10/20,Maine,5989,146
957,Tue 10/20,Maryland,137229,4050
958,Tue 10/20,Massachusetts,145464,9758
959,Tue 10/20,Michigan,165949,7386
960,Tue 10/20,Minnesota,125584,2299
961,Tue 10/20,Mississippi,111322,3202
962,Tue 10/20,Missouri,164891,2668
963,Tue 10/20,Montana,24201,252
964,Tue 10/20,Nebraska,59409,575
965,Tue 10/20,Nevada,91679,1728
966,Tue 10/20,New Hampshire,9828,468
967,Tue 10/20,New Jersey,223982,16227
968,Tue 10/20,New Mexico,37896,942
969,Tue 10/20,New York,491216,32998
970,Tue 10/20,North Carolina,249158,4018
971,Tue 10/20,North Dakota,33671,417
972,Tue 10/20,Northern Mariana Islands,88,2
973,Tue 10/20,Ohio,185639,5083
974,Tue 10/20,Oklahoma,109548,1191
975,Tue 10/20,Oregon,40149,636
976,Tue 10/20,Pennsylvania,189988,8591
977,Tue 10/20,Puerto Rico,58643,769
978,Tue 10/20,Rhode Island,28649,1164
979,Tue 10/20,South Carolina,165493,3696
980,Tue 10/20,South Dakota,34457,330
981,Tue 10/20,Tennessee,229794,2924
982,Tue 10/20,Texas,879949,17644
983,Tue 10/20,Utah,96643,552
984,Tue 10/20,Vermont,1956,58
985,Tue 10/20,Virgin Islands,1337,21
986,Tue 10/20,Virginia,167754,3485
987,Tue 10/20,Washington,103845,2380
988,Tue 10/20,West Virginia,20519,408
989,Tue 10/20,Wisconsin,187898,1660
990,Tue 10/20,Wyoming,9526,61
991,Wed 10/21,Alabama,175674,2828
992,Wed 10/21,Alaska,12559,64
993,Wed 10/21,Arizona,233948,5854
994,Wed 10/21,Arkansas,101596,1751
995,Wed 10/21,California,890153,17189
996,Wed 10/21,Colorado,89245,2220
997,Wed 10/21,Connecticut,64871,4567
998,Wed 10/21,Delaware,23375,670
999,Wed 10/21,District of Columbia,16498,642
1000,Wed 10/21,Florida,762525,16209
1001,Wed 10/21,Georgia,353449,7523
1002,Wed 10/21,Guam,4937,69
1003,Wed 10/21,Hawaii,14379,202
1004,Wed 10/21,Idaho,55922,551
1005,Wed 10/21,Illinois,360160,9622
1006,Wed 10/21,Indiana,154822,4023
1007,Wed 10/21,Iowa,110444,1594
1008,Wed 10/21,Kansas,76299,952
1009,Wed 10/21,Kentucky,93110,1424
1010,Wed 10/21,Louisiana,181132,5790
1011,Wed 10/21,Maine,6027,146
1012,Wed 10/21,Maryland,137720,4058
1013,Wed 10/21,Massachusetts,146166,9780
1014,Wed 10/21,Michigan,167857,7420
1015,Wed 10/21,Minnesota,126644,2334
1016,Wed 10/21,Mississippi,112123,3223
1017,Wed 10/21,Missouri,167435,2716
1018,Wed 10/21,Montana,24818,276
1019,Wed 10/21,Nebraska,60308,586
1020,Wed 10/21,Nevada,92193,1735
1021,Wed 10/21,New Hampshire,9917,469
1022,Wed 10/21,New Jersey,225012,16245
1023,Wed 10/21,New Mexico,38715,950
1024,Wed 10/21,New York,493245,33005
1025,Wed 10/21,North Carolina,251010,4063
1026,Wed 10/21,North Dakota,34170,427
1027,Wed 10/21,Northern Mariana Islands,88,2
1028,Wed 10/21,Ohio,188005,5149
1029,Wed 10/21,Oklahoma,110855,1210
1030,Wed 10/21,Oregon,40458,638
1031,Wed 10/21,Pennsylvania,191347,8629
1032,Wed 10/21,Puerto Rico,58830,774
1033,Wed 10/21,Rhode Island,29123,1169
1034,Wed 10/21,South Carolina,166357,3708
1035,Wed 10/21,South Dakota,35044,333
1036,Wed 10/21,Tennessee,232100,2946
1037,Wed 10/21,Texas,886421,17743
1038,Wed 10/21,Utah,98037,558
1039,Wed 10/21,Vermont,1971,58
1040,Wed 10/21,Virgin Islands,1337,21
1041,Wed 10/21,Virginia,168772,3515
1042,Wed 10/21,Washington,104624,2384
1043,Wed 10/21,West Virginia,20734,413
1044,Wed 10/21,Wisconsin,192225,1707
1045,Wed 10/21,Wyoming,9848,61
1046,Thu 10/22,Alabama,177064,2843
1047,Thu 10/22,Alaska,12790,64
1048,Thu 10/22,Arizona,234914,5859
1049,Thu 10/22,Arkansas,102798,1772
1050,Thu 10/22,California,896424,17266
1051,Thu 10/22,Colorado,90639,2224
1052,Thu 10/22,Connecticut,65373,4569
1053,Thu 10/22,Delaware,23528,670
1054,Thu 10/22,District of Columbia,16537,642
1055,Thu 10/22,Florida,768083,16266
1056,Thu 10/22,Georgia,355156,7547
1057,Thu 10/22,Guam,5025,70
1058,Thu 10/22,Hawaii,14478,205
1059,Thu 10/22,Idaho,56944,560
1060,Thu 10/22,Illinois,365120,9663
1061,Thu 10/22,Indiana,157678,4065
1062,Thu 10/22,Iowa,112242,1617
1063,Thu 10/22,Kansas,76546,952
1064,Thu 10/22,Kentucky,94582,1439
1065,Thu 10/22,Louisiana,181904,5799
1066,Thu 10/22,Maine,6064,146
1067,Thu 10/22,Maryland,138473,4070
1068,Thu 10/22,Massachusetts,147215,9810
1069,Thu 10/22,Michigan,170102,7465
1070,Thu 10/22,Minnesota,128205,2354
1071,Thu 10/22,Mississippi,113081,3231
1072,Thu 10/22,Missouri,169311,2734
1073,Thu 10/22,Montana,25736,279
1074,Thu 10/22,Nebraska,61285,589
1075,Thu 10/22,Nevada,93028,1736
1076,Thu 10/22,New Hampshire,9994,470
1077,Thu 10/22,New Jersey,226174,16263
1078,Thu 10/22,New Mexico,39377,953
1079,Thu 10/22,New York,494874,33022
1080,Thu 10/22,North Carolina,253418,4110
1081,Thu 10/22,North Dakota,35057,436
1082,Thu 10/22,Northern Mariana Islands,88,2
1083,Thu 10/22,Ohio,190430,5161
1084,Thu 10/22,Oklahoma,112483,1221
1085,Thu 10/22,Oregon,40825,647
1086,Thu 10/22,Pennsylvania,193401,8660
1087,Thu 10/22,Puerto Rico,59037,783
1088,Thu 10/22,Rhode Island,29594,1173
1089,Thu 10/22,South Carolina,167485,3755
1090,Thu 10/22,South Dakota,36017,347
1091,Thu 10/22,Tennessee,234079,2983
1092,Thu 10/22,Texas,891714,17760
1093,Thu 10/22,Utah,99563,563
1094,Thu 10/22,Vermont,1987,58
1095,Thu 10/22,Virgin Islands,1343,21
1096,Thu 10/22,Virginia,170104,3524
1097,Thu 10/22,Washington,105364,2389
1098,Thu 10/22,West Virginia,21057,418
1099,Thu 10/22,Wisconsin,195853,1730
1100,Thu 10/22,Wyoming,10119,68
1101,Fri 10/23,Alabama,180916,2859
1102,Fri 10/23,Alaska,13067,64
1103,Fri 10/23,Arizona,235910,5865
1104,Fri 10/23,Arkansas,104135,1782
1105,Fri 10/23,California,902325,17316
1106,Fri 10/23,Colorado,92067,2233
1107,Fri 10/23,Connecticut,66052,4577
1108,Fri 10/23,Delaware,23687,678
1109,Fri 10/23,District of Columbia,16609,642
1110,Fri 10/23,Florida,771772,16339
1111,Fri 10/23,Georgia,357319,7584
1112,Fri 10/23,Guam,5110,70
1113,Fri 10/23,Hawaii,14617,208
1114,Fri 10/23,Idaho,58083,568
1115,Fri 10/23,Illinois,370134,9704
1116,Fri 10/23,Indiana,160145,4092
1117,Fri 10/23,Iowa,113596,1629
1118,Fri 10/23,Kansas,78122,975
1119,Fri 10/23,Kentucky,96043,1462
1120,Fri 10/23,Louisiana,182603,5820
1121,Fri 10/23,Maine,6095,146
1122,Fri 10/23,Maryland,139185,4078
1123,Fri 10/23,Massachusetts,148285,9830
1124,Fri 10/23,Michigan,172128,7485
1125,Fri 10/23,Minnesota,129916,2367
1126,Fri 10/23,Mississippi,113876,3238
1127,Fri 10/23,Missouri,171871,2764
1128,Fri 10/23,Montana,26600,283
1129,Fri 10/23,Nebraska,62511,594
1130,Fri 10/23,Nevada,94044,1739
1131,Fri 10/23,New Hampshire,10112,471
1132,Fri 10/23,New Jersey,227219,16273
1133,Fri 10/23,New Mexico,40168,960
1134,Fri 10/23,New York,496510,33038
1135,Fri 10/23,North Carolina,255534,4140
1136,Fri 10/23,North Dakota,35944,445
1137,Fri 10/23,Northern Mariana Islands,88,2
1138,Fri 10/23,Ohio,192948,5184
1139,Fri 10/23,Oklahoma,113856,1234
1140,Fri 10/23,Oregon,41357,651
1141,Fri 10/23,Pennsylvania,195659,8695
1142,Fri 10/23,Puerto Rico,60984,791
1143,Fri 10/23,Rhode Island,30118,1177
1144,Fri 10/23,South Carolina,168549,3777
1145,Fri 10/23,South Dakota,37202,356
1146,Fri 10/23,Tennessee,237607,3043
1147,Fri 10/23,Texas,899390,17874
1148,Fri 10/23,Utah,101574,567
1149,Fri 10/23,Vermont,2016,58
1150,Fri 10/23,Virgin Islands,1346,21
1151,Fri 10/23,Virginia,171284,3539
1152,Fri 10/23,Washington,106189,2396
1153,Fri 10/23,West Virginia,21392,422
1154,Fri 10/23,Wisconsin,200479,1776
1155,Fri 10/23,Wyoming,10545,68
1156,Sat 10/24,Alabama,183276,2866
1157,Sat 10/24,Alaska,13439,64
1158,Sat 10/24,Arizona,236898,5870
1159,Sat 10/24,Arkansas,105318,1797
1160,Sat 10/24,California,906644,17345
1161,Sat 10/24,Colorado,93989,2241
1162,Sat 10/24,Connecticut,66052,4577
1163,Sat 10/24,Delaware,23847,680
1164,Sat 10/24,District of Columbia,16706,642
1165,Sat 10/24,Florida,776243,16416
1166,Sat 10/24,Georgia,359001,7625
1167,Sat 10/24,Guam,5144,72
1168,Sat 10/24,Hawaii,14706,211
1169,Sat 10/24,Idaho,58964,573
1170,Sat 10/24,Illinois,376034,9765
1171,Sat 10/24,Indiana,162886,4118
1172,Sat 10/24,Iowa,114952,1634
1173,Sat 10/24,Kansas,78177,975
1174,Sat 10/24,Kentucky,97501,1469
1175,Sat 10/24,Louisiana,182603,5820
1176,Sat 10/24,Maine,6137,146
1177,Sat 10/24,Maryland,139859,4091
1178,Sat 10/24,Massachusetts,149488,9839
1179,Sat 10/24,Michigan,175385,7522
1180,Sat 10/24,Minnesota,132175,2381
1181,Sat 10/24,Mississippi,115088,3255
1182,Sat 10/24,Missouri,173746,2854
1183,Sat 10/24,Montana,27149,295
1184,Sat 10/24,Nebraska,63215,603
1185,Sat 10/24,Nevada,94935,1746
1186,Sat 10/24,New Hampshire,10238,473
1187,Sat 10/24,New Jersey,229128,16281
1188,Sat 10/24,New Mexico,41040,965
1189,Sat 10/24,New York,498568,33049
1190,Sat 10/24,North Carolina,258439,4170
1191,Sat 10/24,North Dakota,36879,453
1192,Sat 10/24,Northern Mariana Islands,88,2
1193,Sat 10/24,Ohio,195806,5206
1194,Sat 10/24,Oklahoma,115685,1245
1195,Sat 10/24,Oregon,41739,654
1196,Sat 10/24,Pennsylvania,197370,8721
1197,Sat 10/24,Puerto Rico,61280,794
1198,Sat 10/24,Rhode Island,30118,1177
1199,Sat 10/24,South Carolina,169341,3793
1200,Sat 10/24,South Dakota,38141,366
1201,Sat 10/24,Tennessee,240191,3067
1202,Sat 10/24,Texas,906657,17998
1203,Sat 10/24,Utah,103137,568
1204,Sat 10/24,Vermont,2043,58
1205,Sat 10/24,Virgin Islands,1346,21
1206,Sat 10/24,Virginia,172372,3578
1207,Sat 10/24,Washington,106772,2396
1208,Sat 10/24,West Virginia,21712,422
1209,Sat 10/24,Wisconsin,205139,1804
1210,Sat 10/24,Wyoming,10805,68
1211,Sun 10/25,Alabama,184355,2866
1212,Sun 10/25,Alaska,13968,64
1213,Sun 10/25,Arizona,238200,5874
1214,Sun 10/25,Arkansas,106115,1812
1215,Sun 10/25,California,909344,17358
1216,Sun 10/25,Colorado,95742,2244
1217,Sun 10/25,Connecticut,66052,4577
1218,Sun 10/25,Delaware,23961,681
1219,Sun 10/25,District of Columbia,16767,642
1220,Sun 10/25,Florida,778628,16428
1221,Sun 10/25,Georgia,360344,7626
1222,Sun 10/25,Guam,5185,72
1223,Sun 10/25,Hawaii,14823,211
1224,Sun 10/25,Idaho,59344,574
1225,Sun 10/25,Illinois,380065,9788
1226,Sun 10/25,Indiana,165038,4130
1227,Sun 10/25,Iowa,116238,1635
1228,Sun 10/25,Kansas,78241,975
1229,Sun 10/25,Kentucky,98730,1472
1230,Sun 10/25,Louisiana,183575,5837
1231,Sun 10/25,Maine,6201,146
1232,Sun 10/25,Maryland,140770,4096
1233,Sun 10/25,Massachusetts,150565,9864
1234,Sun 10/25,Michigan,175515,7522
1235,Sun 10/25,Minnesota,133855,2402
1236,Sun 10/25,Mississippi,115088,3255
1237,Sun 10/25,Missouri,175243,2857
1238,Sun 10/25,Montana,27880,298
1239,Sun 10/25,Nebraska,63797,604
1240,Sun 10/25,Nevada,95798,1748
1241,Sun 10/25,New Hampshire,10328,473
1242,Sun 10/25,New Jersey,230257,16285
1243,Sun 10/25,New Mexico,41863,967
1244,Sun 10/25,New York,500201,33059
1245,Sun 10/25,North Carolina,260128,4183
1246,Sun 10/25,North Dakota,37724,461
1247,Sun 10/25,Northern Mariana Islands,88,2
1248,Sun 10/25,Ohio,198115,5206
1249,Sun 10/25,Oklahoma,116736,1249
1250,Sun 10/25,Oregon,42101,654
1251,Sun 10/25,Pennsylvania,198756,8730
1252,Sun 10/25,Puerto Rico,62503,801
1253,Sun 10/25,Rhode Island,30118,1177
1254,Sun 10/25,South Carolina,170678,3802
1255,Sun 10/25,South Dakota,39203,375
1256,Sun 10/25,Tennessee,243508,3105
1257,Sun 10/25,Texas,910592,18042
1258,Sun 10/25,Utah,105053,572
1259,Sun 10/25,Vermont,2073,58
1260,Sun 10/25,Virgin Islands,1346,21
1261,Sun 10/25,Virginia,173371,3579
1262,Sun 10/25,Washington,107270,2396
1263,Sun 10/25,West Virginia,21906,423
1264,Sun 10/25,Wisconsin,208917,1814
1265,Sun 10/25,Wyoming,11041,68
1266,Mon 10/26,Alabama,185322,2866
1267,Mon 10/26,Alaska,14316,64
1268,Mon 10/26,Arizona,239193,5875
1269,Mon 10/26,Arkansas,106727,1833
1270,Mon 10/26,California,913699,17398
1271,Mon 10/26,Colorado,97686,2255
1272,Mon 10/26,Connecticut,68099,4589
1273,Mon 10/26,Delaware,24168,685
1274,Mon 10/26,District of Columbia,16812,642
1275,Mon 10/26,Florida,782005,16448
1276,Mon 10/26,Georgia,364275,7644
1277,Mon 10/26,Guam,5305,76
1278,Mon 10/26,Hawaii,14858,211
1279,Mon 10/26,Idaho,60400,582
1280,Mon 10/26,Illinois,385084,9811
1281,Mon 10/26,Indiana,167010,4143
1282,Mon 10/26,Iowa,117198,1657
1283,Mon 10/26,Kansas,80473,976
1284,Mon 10/26,Kentucky,99965,1480
1285,Mon 10/26,Louisiana,183802,5854
1286,Mon 10/26,Maine,6254,146
1287,Mon 10/26,Maryland,141334,4099
1288,Mon 10/26,Massachusetts,151777,9881
1289,Mon 10/26,Michigan,179624,7551
1290,Mon 10/26,Minnesota,135425,2406
1291,Mon 10/26,Mississippi,115763,3263
1292,Mon 10/26,Missouri,177733,2869
1293,Mon 10/26,Montana,28580,304
1294,Mon 10/26,Nebraska,64506,609
1295,Mon 10/26,Nevada,96330,1751
1296,Mon 10/26,New Hampshire,10397,475
1297,Mon 10/26,New Jersey,231473,16292
1298,Mon 10/26,New Mexico,42586,976
1299,Mon 10/26,New York,501393,33073
1300,Mon 10/26,North Carolina,262159,4200
1301,Mon 10/26,North Dakota,38246,466
1302,Mon 10/26,Northern Mariana Islands,92,2
